index,name,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence
3943,I Can't Stand the Rain,Ann Peebles,2009,2.506666667,62,0.727,0.248,0.727,0.387,0.0102,1,0.0625,-12.333,0.0412,160.395,4,0.966
3944,The Wicker Man - 2015 Remaster,Iron Maiden,2000,4.58755,58,0.424,0.000855,0.424,0.98,5.72E-06,4,0.129,-4.33,0.154,101.502,4,0.296
3945,Ain't No Other Man,Christina Aguilera,2006,3.8151,63,0.862,0.00376,0.862,0.742,0.00855,7,0.103,-4.722,0.222,127.91,4,0.511
3946,"All For Love - (Instrumental Version - Sax) [In The Style Of Bryan Adams, Rod Stewart And Sting] {From Three Musketeers}",The Versionarys,2010,4.4906,17,0.511,0.269,0.511,0.42,0.815,2,0.148,-11.577,0.0261,78.087,4,0.423
3947,Party Fears Two,The Associates,1982,5.596666667,39,0.597,0.0528,0.597,0.874,7.93E-05,7,0.0575,-6.573,0.0665,128.556,4,0.58
3948,Painted Ladies,Ian Thomas,2016,4.2167,1,0.523,0.566,0.523,0.389,1.02E-06,4,0.215,-10.754,0.0295,119.983,4,0.138
3949,Virginia Plain,Roxy Music,1972,2.972916667,50,0.588,0.445,0.588,0.708,3.94E-05,6,0.293,-7.823,0.0351,131.197,4,0.579
3950,Pretty Penny - 2019 Remaster,Stone Temple Pilots,1994,3.722216667,41,0.604,0.801,0.604,0.417,4.39E-05,9,0.134,-10.009,0.0282,127.915,3,0.397
3951,Bette Davis Eyes,Kim Carnes,1981,3.8,73,0.675,0.0204,0.675,0.649,0,5,0.0959,-10.271,0.0319,116.624,4,0.596
3952,The Stranger,Billy Joel,1977,5.1751,51,0.664,0.165,0.664,0.878,7.64E-06,4,0.0812,-6.987,0.0837,91.881,4,0.222
3953,Victim Of Love,Bryan Adams,1987,4.116666667,22,0.443,0.00374,0.443,0.497,1.77E-06,0,0.218,-13.223,0.0388,143.8,4,0.38
3954,And We Danced,The Hooters,1985,3.804433333,38,0.581,0.24,0.581,0.868,0,9,0.234,-11.566,0.0348,145.926,4,0.762
3955,(Make Me Do) Anything You Want,A Foot In Coldwater,1972,5.197766667,33,0.444,0.0126,0.444,0.592,0.00269,2,0.108,-7.775,0.039,100.811,4,0.253
3956,United,Judas Priest,1980,3.587766667,48,0.633,0.278,0.633,0.643,0,6,0.286,-6.791,0.0574,84.53,4,0.724
3957,Money's Too Tight (To Mention) - The Cutback Mix,Various Artists,2020,8.654883333,3,0.763,0.27,0.763,0.86,0.0429,11,0.0907,-5.692,0.0421,112.233,4,0.906
3958,Another Green World - Remastered 2004,Brian Eno,1975,1.6951,40,0.171,0.795,0.171,0.00383,0.883,1,0.0755,-21.71,0.0464,76.214,1,0.458
3959,South Bound Suarez,White Knight Instrumental,2015,4.232,0,0.376,0.00154,0.376,0.695,0.0913,5,0.395,-14.069,0.0547,189.914,4,0.438
3960,Moonlight Desires,Gowan,1987,4.224883333,40,0.62,0.694,0.62,0.562,3.96E-06,3,0.152,-12.101,0.0322,118.494,4,0.473
3961,Distant Early Warning,Rush,1984,4.945766667,45,0.499,0.0168,0.499,0.878,0.00163,0,0.129,-6.944,0.0364,146.305,4,0.844
3962,Taxi,Harry Chapin,1972,6.7691,47,0.599,0.545,0.599,0.427,9.65E-06,7,0.0609,-11.075,0.0312,118.714,4,0.484
3963,Something For Nothing,Rush,1976,3.982216667,38,0.368,0.00897,0.368,0.658,0,2,0.274,-7.678,0.0521,140.989,4,0.64
3964,Karma Chameleon - Remastered,Culture Club,1983,4.212883333,73,0.668,0.225,0.668,0.73,0,10,0.188,-7.182,0.0366,92.049,4,0.894
3965,Eyes of the World,Grateful Dead,2003,5.28,48,0.671,0.422,0.671,0.737,8.91E-05,9,0.16,-5.947,0.0374,106.921,4,0.614
3966,"The Piano Has Been Drinking - Live: Ivanhoe Theater, Chicago IL 21 Nov '76",Tom Waits,1976,5.098466667,7,0.376,0.986,0.376,0.366,0.0877,6,0.732,-14.716,0.0523,115.864,5,0.448
3967,Shakedown Street - 2013 Remaster,Grateful Dead,1978,5.003483333,59,0.809,0.156,0.809,0.575,1.65E-06,0,0.0799,-12.176,0.0298,109.447,4,0.85
3968,Crystal Ball,Keane,2006,3.899333333,54,0.435,7.62E-05,0.435,0.97,5.65E-05,10,0.0778,-3.612,0.0518,124.305,4,0.401
3969,World Where You Live,Crowded House,2010,3.096933333,40,0.574,0.111,0.574,0.727,1.05E-06,2,0.142,-5.649,0.0393,110.413,4,0.876
3970,Settle Down,No Doubt,2012,6.014433333,40,0.706,0.00381,0.706,0.789,0.00374,9,0.206,-6.179,0.0415,104,4,0.26
3971,Suite Madame Blue,Styx,1975,6.512216667,41,0.189,0.0769,0.189,0.438,0.000392,11,0.245,-14.037,0.0366,158.146,4,0.215
3972,No Phone,Cake,2004,3.8671,41,0.534,0.137,0.534,0.669,0.000221,9,0.0881,-7.3,0.0907,181.839,4,0.775
3973,Pulling Mussels (From The Shell),Squeeze,1980,3.968883333,52,0.593,0.002,0.593,0.702,8.38E-05,0,0.19,-12.668,0.0409,142.006,4,0.901
3974,Highway Girl,The Tragically Hip,1987,3.518433333,38,0.616,0.205,0.616,0.679,0.000106,4,0.0722,-11.224,0.0401,117.434,4,0.769
3975,I'm On Standby,Grandaddy,2003,3.202883333,22,0.574,0.00227,0.574,0.686,3.19E-05,0,0.124,-8.455,0.0237,105.255,4,0.418
3976,Lost Together,Blue Rodeo,2001,5.246,43,0.505,0.00269,0.505,0.537,0.000895,4,0.0926,-6.61,0.0255,76.091,4,0.277
3977,Venus,Bananarama,2017,3.810883333,42,0.685,0.0223,0.685,0.957,0.73,9,0.161,-4.403,0.0527,126.104,4,0.892
3978,Water Song,Hot Tuna,1972,5.273766667,47,0.48,0.00882,0.48,0.412,0.91,7,0.356,-18.397,0.0308,106.994,4,0.606
3979,All The Things She Said,t.A.T.u.,2002,3.574,73,0.603,0.0411,0.603,0.834,0.00609,5,0.105,-5.766,0.0417,89.957,4,0.376
3980,Choir Girl (Αs performed by Cold Chisel),Pop Music Workshop,2017,3.364433333,0,0.75,0.0471,0.75,0.426,0.0765,0,0.0805,-10.001,0.0291,96.99,4,0.73
3981,Airport Song,Guster,1997,3.408883333,28,0.58,0.0126,0.58,0.645,0.00215,1,0.164,-10.424,0.0322,121.32,4,0.585
3982,Poundcake,Van Halen,1991,5.361766667,45,0.487,0.000662,0.487,0.948,0.102,4,0.0506,-7.754,0.043,105.395,4,0.242
3983,While You See A Chance,Steve Winwood,1980,5.212883333,61,0.602,0.36,0.602,0.732,0.000314,2,0.0755,-8.29,0.0282,129.355,4,0.411
3984,The Wall,Kansas,1976,4.798883333,42,0.151,0.0664,0.151,0.664,9.09E-06,11,0.115,-5.913,0.0334,171.207,4,0.196
3985,Soul Kitchen,The Doors,1967,3.55,63,0.679,0.33,0.679,0.443,0,9,0.0533,-7.376,0.0394,115.843,4,0.609
3986,Sister Awake - Remastered,The Tea Party,2015,5.753766667,22,0.34,0.0461,0.34,0.881,0.000543,5,0.255,-3.667,0.0424,105.56,4,0.248
3987,Just Like a Pill,P!nk,2001,3.943333333,67,0.689,8.85E-05,0.689,0.774,0,9,0.0941,-4.528,0.0278,102.052,4,0.253
3988,Cuyahoga,R.E.M.,1986,4.35665,32,0.507,0.446,0.507,0.599,6.31E-05,2,0.096,-11.84,0.0347,123.175,4,0.658
3989,Soul Stripper,AC/DC,1984,6.416883333,41,0.616,0.00052,0.616,0.833,0.0904,4,0.172,-5.358,0.0747,130.9,4,0.73
3990,Motörhead,Motörhead,1977,3.1456,51,0.165,8.74E-06,0.165,0.884,0.0219,4,0.106,-9.793,0.0802,202.823,4,0.467
3991,Change Of Heart,Tom Petty and the Heartbreakers,1982,3.313333333,37,0.534,0.00203,0.534,0.869,0.000154,0,0.771,-4.76,0.0328,122.499,4,0.941
3992,Psychosocial,Slipknot,2008,4.723333333,70,0.576,0.00252,0.576,0.989,0.0032,2,0.0243,-1.909,0.112,135.093,4,0.352
3993,Lovin' You Ain't Easy,Michel Pagliaro,2010,2.735283333,34,0.576,0.175,0.576,0.774,0.0262,0,0.416,-6.299,0.0304,123.718,4,0.896
3994,Just Looking,Stereophonics,1999,4.219333333,52,0.379,0.0902,0.379,0.501,3.09E-06,7,0.136,-6,0.0257,99.943,4,0.0409
3995,Crawl,Breaking Benjamin,2009,3.981766667,56,0.256,1.09E-05,0.256,0.916,1.01E-05,5,0.208,-3.383,0.0761,169.11,4,0.41
3996,Joey,Concrete Blonde,1990,4.149316667,57,0.607,0.0151,0.607,0.788,0.0136,7,0.173,-5.326,0.0293,118.696,4,0.334
3997,Safe in New York City,AC/DC,2000,3.9911,50,0.494,0.0111,0.494,0.881,0.00953,9,0.104,-4.773,0.037,160.942,4,0.623
3998,It's So Easy,Guns N' Roses,1987,3.356,59,0.374,0.0134,0.374,0.973,9.84E-06,8,0.0947,-10.098,0.128,150.634,4,0.218
3999,Come Anytime,Hoodoo Gurus,1989,3.330216667,38,0.37,0.0114,0.37,0.966,0.0649,4,0.0797,-3.295,0.114,172.161,4,0.566
4000,Urban Guerilla - 1996 Remaster,Hawkwind,1972,3.652216667,31,0.434,0.00513,0.434,0.895,9.59E-06,0,0.275,-11.599,0.0492,135.831,4,0.72
4001,Let's Shake,Teenage Head,1980,3.037766667,33,0.547,0.00109,0.547,0.715,0.85,0,0.0931,-7.74,0.0313,107.926,4,0.961
4002,Going for the One - 2003 Remaster,Yes,1977,5.540883333,36,0.28,0.0479,0.28,0.906,0.000187,5,0.381,-6.284,0.0472,176.548,4,0.452
4003,Be Quick or Be Dead - 2015 Remaster,Iron Maiden,1992,3.394216667,38,0.319,9.40E-05,0.319,0.965,0.00221,7,0.141,-4.354,0.0646,127.721,4,0.624
4004,Good Fortune,PJ Harvey,2000,3.336666667,52,0.552,0.00697,0.552,0.669,0.0467,7,0.0781,-4.462,0.0329,126.092,4,0.561
4005,Waiting On the World to Change,John Mayer,2006,3.352883333,74,0.577,0.159,0.577,0.756,0.000232,2,0.249,-5.82,0.115,176.75,4,0.663
4006,Time In A Bottle,Jim Croce,1972,2.466,0,0.543,0.854,0.543,0.256,0,2,0.149,-11.573,0.0343,134.257,3,0.635
4007,He's So Fine - Remastered 2000,The Chiffons,2004,1.875333333,52,0.558,0.487,0.558,0.633,0,7,0.129,-3.265,0.0329,72.494,4,0.871
4008,Wishing Well,Free,1973,3.6691,49,0.498,0.14,0.498,0.72,0.000252,4,0.38,-10.533,0.0674,121.892,4,0.576
4009,Slow Down - Remastered 2009,The Beatles,1988,2.94755,36,0.494,0.707,0.494,0.799,4.64E-06,0,0.314,-7.327,0.0628,168.618,4,0.839
4010,Heavy,Collective Soul,2006,2.95355,55,0.535,0.000919,0.535,0.854,0.00149,1,0.0676,-6.519,0.0368,106.929,4,0.618
4011,A Rainy Night in Soho,The Pogues,1985,4.730433333,50,0.375,0.499,0.375,0.449,0.237,0,0.173,-12.478,0.0283,105.646,3,0.49
4012,Enough Is Enough - Remastered,April Wine,2002,4.093333333,28,0.57,0.377,0.57,0.931,0.000849,0,0.0649,-4.481,0.0569,138.879,4,0.731
4013,The Winner Takes It All,ABBA,1980,4.912216667,59,0.457,0.548,0.457,0.785,0.000781,6,0.082,-6.783,0.0383,126.947,4,0.522
4014,Bye Bye Love,The Cars,1978,4.252666667,49,0.626,0.0378,0.626,0.741,0.00239,4,0.282,-7.817,0.0298,126.513,4,0.911
4015,The Last Time - Mono Version,The Rolling Stones,1965,3.69155,52,0.327,0.144,0.327,0.92,0.84,9,0.774,-5.223,0.0611,167.972,4,0.439
4016,What Does It Take,Honeymoon Suite,1986,4.252216667,39,0.549,0.0356,0.549,0.453,0,7,0.0675,-13.044,0.025,88.589,4,0.377
4017,Kids (In The Style Of 'Robbie Williams & Kylie Minogue'),Hot Fox Karaoke,2011,4.30605,0,0.726,0.00608,0.726,0.69,0.494,2,0.281,-10.069,0.0587,92.306,4,0.535
4018,Night,Bruce Springsteen,1975,3.003766667,45,0.245,0.1,0.245,0.892,0.00783,5,0.0938,-4.223,0.0374,146.756,4,0.714
4019,United States Of Whatever,Liam Lynch,2003,1.520433333,49,0.452,0.00383,0.452,0.817,0,7,0.138,-2.27,0.273,161.362,4,0.867
4020,July Morning,Uriah Heep,2009,8.762666667,47,0.232,0.00134,0.232,0.574,0.00887,5,0.107,-7.742,0.0368,155.696,4,0.181
4021,Brand New Cadillac - Remastered,The Clash,1979,2.137766667,48,0.52,0.0196,0.52,0.906,7.96E-05,9,0.0925,-6.534,0.0601,151.606,4,0.868
4022,Metal Guru,T. Rex,1972,2.496433333,43,0.307,0.00054,0.307,0.95,7.43E-05,11,0.313,-3.427,0.138,127.895,4,0.524
4023,Bullet In The Head,Rage Against The Machine,1992,5.111333333,59,0.431,0.00673,0.431,0.855,0.00114,9,0.639,-4.205,0.15,163.014,4,0.397
4024,Screaming Bloody Murder,Sum 41,2011,3.410433333,52,0.36,0.000413,0.36,0.987,0,8,0.283,-4.3,0.157,189.994,4,0.137
4025,Var e vargen? - Remix 1995,Imperiet,2007,4.55955,44,0.49,0.00103,0.49,0.986,0.0068,5,0.695,-3.877,0.0417,122.86,4,0.513
4026,So You Say,Clap Clap Riot,2012,3.737766667,3,0.304,0.00871,0.304,0.732,0.000466,4,0.129,-4.684,0.0441,172.058,3,0.41
4027,Je t'aime moi non plus,Jane Birkin,1969,4.360216667,40,0.465,0.406,0.465,0.419,0.00367,0,0.165,-12.176,0.0287,82.453,4,0.553
4028,100 Years,Five For Fighting,2003,4.076666667,66,0.643,0.544,0.643,0.569,2.17E-05,7,0.178,-7.459,0.0276,120.507,4,0.275
4029,I'm So Sick,Flyleaf,2006,2.931333333,60,0.429,6.46E-05,0.429,0.96,6.27E-06,10,0.102,-4.261,0.0914,153.932,4,0.233
4030,Dreamer,Ozzy Osbourne,2001,4.748433333,65,0.493,0.0629,0.493,0.636,2.49E-06,1,0.0921,-7.408,0.0256,79.419,4,0.279
4031,King Of Pain,The Police,1983,4.984,59,0.518,0.389,0.518,0.725,0.000192,2,0.0671,-8.854,0.0338,124.151,4,0.646
4032,Real World,Matchbox Twenty,1996,3.86155,61,0.504,0.00628,0.504,0.761,0,10,0.0892,-5.446,0.0437,117.999,4,0.884
4033,Nobody's Fault But My Own,Beck,1998,5.03555,31,0.377,0.661,0.377,0.324,0.000169,2,0.126,-10.5,0.0282,109.126,4,0.142
4034,Like The Way I Do,Melissa Etheridge,1988,5.40555,58,0.596,0.0418,0.596,0.835,1.11E-05,2,0.059,-13.021,0.0418,101.359,4,0.637
4035,Hello Hooray,Alice Cooper,1973,4.31,37,0.328,0.0218,0.328,0.497,0.00519,0,0.487,-12.033,0.0286,94.567,4,0.265
4036,It's a Heartache,Bonnie Tyler,1978,3.533333333,52,0.555,0.13,0.555,0.487,0.000868,0,0.169,-11.766,0.0317,118.913,4,0.553
4037,Sweet Shop Avengerz - Hi-Fi Mix,bis,1996,4.148,0,0.496,0.000587,0.496,0.956,0.00161,6,0.342,-5.169,0.0551,180.94,4,0.853
4038,Open Your Heart,Europe,1984,4.112216667,55,0.433,0.232,0.433,0.455,0,11,0.0634,-14.47,0.0427,121.888,4,0.391
4039,Woman in Love,Barbra Streisand,1980,3.864,69,0.469,0.248,0.469,0.278,0.000126,3,0.133,-16.311,0.028,169.735,4,0.331
4040,"Stone Free - Live In Maui, 1970",Jimi Hendrix,2020,5.736216667,28,0.305,0.106,0.305,0.86,0.924,1,0.323,-10.149,0.0696,150.157,4,0.669
4041,Jungle Boogie,Kool & The Gang,1973,3.108883333,63,0.808,0.115,0.808,0.85,0.000109,5,0.316,-8.772,0.0868,106.855,4,0.717
4042,Waffle,Sevendust,1999,3.510433333,47,0.479,0.00058,0.479,0.835,0.000101,3,0.0924,-5.988,0.1,191.615,4,0.694
4043,Somebody's out There,Triumph,2010,3.993333333,34,0.435,7.02E-05,0.435,0.764,0,2,0.143,-5.517,0.0331,133.212,4,0.429
4044,Ophelia - Remastered 2000,The Band,1975,3.546666667,60,0.831,0.678,0.831,0.683,0.00197,0,0.332,-7.403,0.0285,92.31,4,0.948
4045,Not Ready to Make Nice,The Chicks,2006,3.954933333,64,0.425,0.134,0.425,0.554,8.56E-05,6,0.0963,-4.145,0.0298,83.917,4,0.288
4046,Mixed Emotions,The Rolling Stones,1989,4.6351,45,0.493,0.0995,0.493,0.956,0.000295,7,0.83,-4.257,0.0429,137.091,4,0.831
4047,El Scorcho,Weezer,1996,4.057766667,55,0.479,0.0471,0.479,0.707,0,1,0.0932,-4.968,0.0659,148.092,4,0.661
4048,A Lover's Question,Clyde McPhatter,2005,2.504433333,38,0.67,0.887,0.67,0.436,1.71E-05,0,0.0609,-11.698,0.0554,83.023,4,0.951
4049,No Regrets - Remastered,Tom Cochrane,1991,4.652433333,36,0.59,0.00685,0.59,0.965,2.06E-05,4,0.256,-3.256,0.0409,114.072,4,0.515
4050,Come Together,Spiritualized,1997,4.676216667,40,0.171,0.0231,0.171,0.691,0.0921,4,0.238,-7.088,0.0382,171.41,3,0.38
4051,Breaking All The House Rules,Budgie,2019,6.50555,3,0.217,0.688,0.217,0.867,0.684,8,0.815,-9.382,0.109,185.385,4,0.508
4052,You Belong To The City,Glenn Frey,2018,5.879333333,51,0.669,0.06,0.669,0.703,0.00147,4,0.0623,-5.789,0.0299,109.48,4,0.436
4053,Boredom - Demo,Buzzcocks,1997,2.994,34,0.409,0.00121,0.409,0.774,0,9,0.113,-8.983,0.0563,89.616,4,0.838
4054,Sound of Madness,Shinedown,2008,3.899766667,66,0.328,4.93E-05,0.328,0.939,0.0065,2,0.337,-1.654,0.0423,185.971,4,0.329
4055,Red Rain - 2012 Remaster,Peter Gabriel,1986,5.674883333,40,0.557,0.0381,0.557,0.74,8.83E-06,0,0.0584,-8.801,0.0344,113.451,4,0.379
4056,Thing Called Love,Bonnie Raitt,1989,3.868883333,40,0.637,0.0197,0.637,0.64,2.39E-06,5,0.0672,-11.726,0.0309,129.654,4,0.717
4057,"Teacher, Teacher",38 Special,1987,3.252216667,32,0.427,0.0122,0.427,0.831,0,0,0.158,-10.924,0.0407,156.993,4,0.726
4058,Here and Now,Letters To Cleo,1994,3.64355,45,0.456,0.00182,0.456,0.897,0.0104,9,0.303,-6.81,0.0599,114.905,4,0.346
4059,It's Time,Imagine Dragons,2012,3.966433333,68,0.656,0.0162,0.656,0.884,0,2,0.145,-4.748,0.0372,105.009,4,0.86
4060,Of Wolf And Man,Metallica,1991,4.27555,57,0.626,0.00106,0.626,0.749,0.0338,5,0.114,-7.746,0.0356,121.776,4,0.493
4061,High Class In Borrowed Shoes,Max Webster,2017,4.0251,14,0.382,0.153,0.382,0.931,0.00998,2,0.336,-6.419,0.0575,156.144,4,0.719
4062,Abuse Me,Silverchair,1997,3.998216667,44,0.471,0.303,0.471,0.679,1.78E-05,9,0.108,-8.213,0.032,102.591,4,0.331
4063,Poets,The Tragically Hip,1998,3.990433333,47,0.605,0.123,0.605,0.813,0.000586,0,0.0749,-6.743,0.0315,119.397,4,0.842
4064,The Fool On The Hill - Remastered 2009,The Beatles,1967,2.9851,57,0.356,0.913,0.356,0.26,2.10E-06,4,0.105,-10.577,0.0314,144.184,4,0.49
4065,What Do I Have to Do?,Stabbing Westward,1994,4.116,41,0.238,0.00139,0.238,0.5,0.00541,1,0.116,-10.322,0.0503,86.318,4,0.0402
4066,Yellow Submarine - Remastered 2009,The Beatles,1966,2.648,64,0.604,0.531,0.604,0.549,0,1,0.438,-9.873,0.0389,111.398,4,0.696
4067,Turn The Lights On,Big Sugar,2018,3.907766667,26,0.727,0.0788,0.727,0.657,0.121,7,0.0897,-5.422,0.0347,173.916,4,0.928
4068,Hickory Wind - Alternate Version,Gram Parsons,2006,4.2531,25,0.361,0.817,0.361,0.227,4.38E-05,9,0.0828,-14.024,0.0259,93.02,4,0.286
4069,Smile,Atomic Swing,1998,4.456666667,32,0.317,0.00767,0.317,0.963,0.0154,9,0.376,-4.96,0.0929,122.681,4,0.59
4070,Highway Song,Blackfoot,1979,7.50555,52,0.342,0.0562,0.342,0.819,0.0338,4,0.145,-6.885,0.0524,127.102,4,0.537
4071,Junior’s Farm,Wings,1978,4.392666667,36,0.524,0.0203,0.524,0.824,0.000253,0,0.111,-7.117,0.0339,132.103,4,0.525
4072,"You Know My Name - From ""Casino Royale"" Soundtrack",Chris Cornell,2007,4.002,60,0.366,0.0207,0.366,0.869,0,11,0.254,-3.316,0.0387,138.051,4,0.384
4073,Lady in Black,Uriah Heep,2009,5.51,35,0.547,0.218,0.547,0.698,0.000132,7,0.211,-7.686,0.0384,87.467,4,0.574
4074,Catch The Sun,Doves,2000,4.827766667,42,0.351,0.000867,0.351,0.843,0.0354,2,0.186,-6.488,0.0446,130.104,4,0.221
4075,Stiff Upper Lip,AC/DC,2000,3.576,63,0.588,0.0344,0.588,0.851,0.00773,7,0.16,-4.206,0.033,123.691,4,0.706
4076,Born Under A Bad Sign,Cream,1968,3.157333333,44,0.476,0.295,0.476,0.504,0.000153,0,0.256,-14.532,0.0282,183.057,4,0.947
4077,Too Much Ain't Enough Love - Live,Jimmy Barnes,1988,6.053333333,14,0.528,0.133,0.528,0.948,0.00298,0,0.985,-8.45,0.0589,101.696,4,0.518
4078,So Beautiful - Single Version,Pete Murray,2003,4.658666667,54,0.495,0.454,0.495,0.443,9.26E-05,7,0.104,-9.905,0.0265,83.232,4,0.337
4079,Love Walked In,Thunder,1990,6.423333333,49,0.443,0.212,0.443,0.841,5.61E-06,2,0.134,-9.72,0.0433,155.827,4,0.281
4080,Ball and Biscuit,The White Stripes,2003,7.316,34,0.505,0.0569,0.505,0.665,0.128,9,0.112,-7.04,0.185,78.748,4,0.602
4081,Blood Of Emeralds,Gary Moore,1989,8.326666667,19,0.185,0.0101,0.185,0.537,0.0267,6,0.151,-14.069,0.0491,145.049,3,0.143
4082,Stand Back,Stevie Nicks,1991,4.95155,57,0.638,0.00736,0.638,0.783,0.0447,11,0.0381,-9.455,0.0435,115.269,4,0.637
4083,Pass It On,The Coral,2003,2.318883333,52,0.395,0.282,0.395,0.727,7.12E-06,7,0.0683,-6.015,0.0375,179.097,4,0.872
4084,Captain Fantastic And The Brown Dirt Cowboy,Elton John,1975,5.772666667,51,0.539,0.0994,0.539,0.48,0.000162,7,0.132,-13.366,0.0355,81.225,4,0.645
4085,Creatures (For a While),311,2003,4.408216667,39,0.519,0.00205,0.519,0.894,0,6,0.15,-7.074,0.0676,190.592,4,0.686
4086,Stranded,Heart,1990,3.980433333,39,0.388,0.157,0.388,0.55,0,6,0.0913,-9.903,0.0311,159.978,3,0.253
4087,Everybody's Fool,Evanescence,2003,3.264666667,64,0.437,0.00145,0.437,0.835,2.27E-05,2,0.245,-5.076,0.0405,95.111,4,0.296
4088,All Things Must Pass - Remastered 2014,George Harrison,1970,3.7811,59,0.513,0.468,0.513,0.569,0.00134,9,0.111,-8.278,0.029,122.676,4,0.441
4089,Take A Long Line - Live,The Angels,2011,4.83555,24,0.196,0.0001,0.196,0.913,0.000956,9,0.983,-5.384,0.159,185.118,4,0.081
4090,Too Young To Fall In Love,Mötley Crüe,1983,3.544216667,56,0.486,0.135,0.486,0.811,0.0419,7,0.125,-5.853,0.0346,99.595,4,0.852
4091,The Last Resort - 2013 Remaster,Eagles,1976,7.415183333,56,0.549,0.474,0.549,0.28,0.0612,7,0.16,-10.692,0.0311,125.83,4,0.299
4092,Big Ten Inch Record,Aerosmith,1975,2.256666667,46,0.436,0.458,0.436,0.68,0,9,0.0711,-9.948,0.109,175.693,4,0.821
4093,Blind Man,Black Stone Cherry,2008,3.6411,33,0.499,0.000369,0.499,0.975,0,1,0.0823,-3.722,0.0804,117.102,4,0.33
4094,Life in a Northern Town,The Dream Academy,1985,4.32155,54,0.563,0.265,0.563,0.476,0,4,0.494,-13.342,0.0329,121.67,4,0.432
4095,Desperately Wanting,Better Than Ezra,1996,4.624883333,54,0.494,0.000165,0.494,0.913,0.00898,0,0.247,-5.289,0.0378,99.92,4,0.478
4096,A Mess of Blues,Elvis Presley,1968,2.684433333,49,0.645,0.763,0.645,0.505,4.60E-05,0,0.139,-11.434,0.0318,117.257,4,0.862
4097,The Carpenter - Live,Nightwish,2019,6.121333333,32,0.571,0.000589,0.571,0.708,0.0578,7,0.81,-9.314,0.0324,120.025,4,0.193
4098,Hole in the Sky,Black Sabbath,1975,4.003766667,44,0.396,0.000617,0.396,0.777,0,11,0.928,-9.334,0.0805,117.862,4,0.398
4099,Persephone,Wishbone Ash,1974,6.978666667,37,0.582,0.014,0.582,0.447,0.0968,4,0.31,-15.754,0.0285,129.011,4,0.586
4100,Christine’s Tune,The Flying Burrito Brothers,1969,3.04555,37,0.46,0.000576,0.46,0.596,0.39,3,0.295,-13.037,0.042,98.426,4,0.833
4101,Shout To The Top - USA Remix,The Style Council,1985,4.291333333,55,0.689,0.0423,0.689,0.95,0.000714,7,0.0502,-5.86,0.101,143.738,4,0.899
4102,Her Strut,Bob Seger,1980,3.8891,51,0.644,0.00269,0.644,0.829,0.00447,8,0.0794,-4.399,0.0512,115.883,4,0.461
4103,My Guitar Lies Bleeding In My Arms,Bon Jovi,1995,5.698216667,37,0.359,0.0894,0.359,0.611,2.74E-06,7,0.128,-6.347,0.0346,75.947,4,0.0859
4104,Parents,Budgie,2019,10.32666667,15,0.256,0.696,0.256,0.621,0.169,2,0.717,-12.085,0.164,75.825,4,0.446
4105,2-4-6-8 Motorway,Tom Robinson Band,1978,3.298883333,52,0.672,0.0578,0.672,0.706,7.43E-05,9,0.0595,-5.551,0.0779,124.782,4,0.658
4106,"I Can't Help Myself (Sugar Pie, Honey Bunch)",Four Tops,1965,2.671333333,72,0.667,0.245,0.667,0.599,0,0,0.107,-8.894,0.0291,127.935,4,0.971
4107,Pictures of Matchstick Men - Mono Version,Status Quo,1968,3.176666667,53,0.241,0.0672,0.241,0.604,4.98E-05,7,0.0541,-3.817,0.0313,173.134,4,0.417
4108,Private Eyes,Daryl Hall & John Oates,1981,3.62,64,0.85,0.409,0.85,0.938,0.000346,9,0.0582,-6.889,0.0415,120.826,4,0.84
4109,Love Song,Sara Bareilles,2007,4.313766667,75,0.583,0.0208,0.583,0.786,0,2,0.188,-3.142,0.0301,123.055,4,0.573
4110,You Can Leave Your Hat On,Joe Cocker,1986,4.254883333,59,0.65,0.118,0.65,0.535,0,5,0.187,-13.325,0.0282,173.8,4,0.9
4111,Looks That Kill,Mötley Crüe,1983,4.150216667,62,0.485,0.0033,0.485,0.945,0.00525,0,0.0997,-5.954,0.0402,135.957,4,0.731
4112,In Joy And Sorrow,HIM,2001,3.982666667,39,0.507,0.039,0.507,0.694,0.00455,7,0.219,-6.595,0.0278,113.9,4,0.156
4113,Parabola,TOOL,2001,6.061333333,62,0.314,2.01E-05,0.314,0.93,0.501,9,0.139,-6.237,0.105,100.935,4,0.294
4114,Unskinny Bop,Various Artists,2020,3.8011,6,0.574,0.0657,0.574,0.93,8.13E-06,1,0.108,-2.949,0.0414,92.301,4,0.69
4115,Steal My Sunshine,LEN,1999,4.42555,43,0.413,0.394,0.413,0.829,0,4,0.108,-11.111,0.529,191.477,4,0.677
4116,Over My Head,Fleetwood Mac,1975,3.577766667,58,0.559,0.319,0.559,0.505,0.00211,2,0.222,-16.529,0.0288,98.665,4,0.678
4117,Race for the Prize - 2017 Remaster,The Flaming Lips,1999,4.3152,57,0.326,4.56E-05,0.326,0.841,0.028,0,0.251,-7.14,0.0858,130.723,4,0.449
4118,Sex & Drugs & Rock & Roll,Ian Dury,1977,3.110433333,51,0.833,0.533,0.833,0.716,0,9,0.058,-11.265,0.04,104.8,4,0.9
